Epoch,Split,Layer,Group,SubID,Accuracy,Precision,Recall,F1,AP
27,Train,AVG_ALL,infrastructure,2,0.708,0.0,0.0,0.0,0.2638
27,Train,AVG_ALL,infrastructure,3,0.9779,0.0,0.0,0.0,0.027
27,Train,AVG_ALL,infrastructure,4,0.9159,0.0,0.0,0.0,0.0759
27,Train,AVG_ALL,infrastructure,5,0.7345,0.0,0.0,0.0,0.238
27,Train,AVG_ALL,infrastructure,6,0.9602,0.0,0.0,0.0,0.033
27,Train,AVG_ALL,infrastructure,7,0.9735,0.0,0.0,0.0,0.0256
27,Train,AVG_ALL,infrastructure,MEAN,0.7981375,0.021575,0.125,0.0367875,0.11170000000000001
27,Train,AVG_ALL,road,0,0.7434,0.0,0.0,0.0,0.2392
27,Train,AVG_ALL,road,1,0.8894,0.0,0.0,0.0,0.0911
27,Train,AVG_ALL,road,2,0.6593,0.0,0.0,0.0,0.3277
27,Train,AVG_ALL,road,3,0.8496,0.0,0.0,0.0,0.1613
27,Train,AVG_ALL,road,4,0.3142,0.3142,1.0,0.4781,0.3232
27,Train,AVG_ALL,road,5,0.8142,0.0,0.0,0.0,0.1958
27,Train,AVG_ALL,road,6,0.7124,0.0,0.0,0.0,0.3197
27,Train,AVG_ALL,road,7,0.9071,0.0,0.0,0.0,0.0993
27,Train,AVG_ALL,road,MEAN,0.7362,0.039275,0.125,0.0597625,0.21966249999999998
27,Val,ClassifyLayer_1,building,0,0.5263,0.0,0.0,0.0,0.4737
27,Val,ClassifyLayer_1,building,1,0.7895,0.0,0.0,0.0,0.2105
27,Val,ClassifyLayer_1,building,2,0.6667,0.0,0.0,0.0,0.3333
27,Val,ClassifyLayer_1,building,3,0.614,0.0,0.0,0.0,0.386
27,Val,ClassifyLayer_1,building,4,0.9649,0.0,0.0,0.0,0.0351
27,Val,ClassifyLayer_1,building,5,1.0,0.0,0.0,0.0,0.0
27,Val,ClassifyLayer_1,building,6,0.7018,0.0,0.0,0.0,0.2982
27,Val,ClassifyLayer_1,building,7,0.5614,0.0,0.0,0.0,0.4386
27,Val,ClassifyLayer_1,building,MEAN,0.728075,0.0,0.0,0.0,0.271925
27,Val,ClassifyLayer_1,greenery,0,0.8772,0.0,0.0,0.0,0.1228
27,Val,ClassifyLayer_1,greenery,1,0.8947,0.0,0.0,0.0,0.1053
27,Val,ClassifyLayer_1,greenery,2,0.807,0.0,0.0,0.0,0.193
27,Val,ClassifyLayer_1,greenery,3,0.7368,0.0,0.0,0.0,0.2632
27,Val,ClassifyLayer_1,greenery,4,0.6667,0.6667,1.0,0.8,0.6667
27,Val,ClassifyLayer_1,greenery,5,0.8596,0.0,0.0,0.0,0.1404
27,Val,ClassifyLayer_1,greenery,6,0.9825,0.0,0.0,0.0,0.0175
27,Val,ClassifyLayer_1,greenery,MEAN,0.8320714285714287,0.09524285714285714,0.14285714285714285,0.1142857142857143,0.21555714285714284
27,Val,ClassifyLayer_1,infrastructure,0,0.9474,0.0,0.0,0.0,0.0526
27,Val,ClassifyLayer_1,infrastructure,1,0.2632,0.2632,1.0,0.4167,0.2632
27,Val,ClassifyLayer_1,infrastructure,2,0.7193,0.0,0.0,0.0,0.2807
27,Val,ClassifyLayer_1,infrastructure,3,0.9825,0.0,0.0,0.0,0.0175
27,Val,ClassifyLayer_1,infrastructure,4,0.8947,0.0,0.0,0.0,0.1053
27,Val,ClassifyLayer_1,infrastructure,5,0.8421,0.0,0.0,0.0,0.1579
27,Val,ClassifyLayer_1,infrastructure,6,0.8947,0.0,0.0,0.0,0.1071
27,Val,ClassifyLayer_1,infrastructure,7,0.9649,0.0,0.0,0.0,0.0351
27,Val,ClassifyLayer_1,infrastructure,MEAN,0.8136,0.0329,0.125,0.0520875,0.127425
27,Val,ClassifyLayer_1,road,0,0.6316,0.0,0.0,0.0,0.3684
27,Val,ClassifyLayer_1,road,1,0.8772,0.0,0.0,0.0,0.1228
27,Val,ClassifyLayer_1,road,2,0.6316,0.0,0.0,0.0,0.3601
27,Val,ClassifyLayer_1,road,3,0.8596,0.0,0.0,0.0,0.1404
27,Val,ClassifyLayer_1,road,4,0.2632,0.2632,1.0,0.4167,0.2632
27,Val,ClassifyLayer_1,road,5,0.8246,0.0,0.0,0.0,0.1754
27,Val,ClassifyLayer_1,road,6,0.8421,0.0,0.0,0.0,0.1579
27,Val,ClassifyLayer_1,road,7,0.9123,0.0,0.0,0.0,0.0877
27,Val,ClassifyLayer_1,road,MEAN,0.730275,0.0329,0.125,0.0520875,0.2094875
27,Val,AVG_ALL,building,0,0.5263,0.0,0.0,0.0,0.4737
27,Val,AVG_ALL,building,1,0.7895,0.0,0.0,0.0,0.2105
27,Val,AVG_ALL,building,2,0.6667,0.0,0.0,0.0,0.3333
27,Val,AVG_ALL,building,3,0.614,0.0,0.0,0.0,0.386
27,Val,AVG_ALL,building,4,0.9649,0.0,0.0,0.0,0.0351
27,Val,AVG_ALL,building,5,1.0,0.0,0.0,0.0,0.0
27,Val,AVG_ALL,building,6,0.7018,0.0,0.0,0.0,0.2982
27,Val,AVG_ALL,building,7,0.5614,0.0,0.0,0.0,0.4386
27,Val,AVG_ALL,building,MEAN,0.728075,0.0,0.0,0.0,0.271925
27,Val,AVG_ALL,greenery,0,0.8772,0.0,0.0,0.0,0.1228
27,Val,AVG_ALL,greenery,1,0.8947,0.0,0.0,0.0,0.1053
27,Val,AVG_ALL,greenery,2,0.807,0.0,0.0,0.0,0.193
27,Val,AVG_ALL,greenery,3,0.7368,0.0,0.0,0.0,0.2632
27,Val,AVG_ALL,greenery,4,0.6667,0.6667,1.0,0.8,0.6667
27,Val,AVG_ALL,greenery,5,0.8596,0.0,0.0,0.0,0.1404
27,Val,AVG_ALL,greenery,6,0.9825,0.0,0.0,0.0,0.0175
27,Val,AVG_ALL,greenery,MEAN,0.8320714285714287,0.09524285714285714,0.14285714285714285,0.1142857142857143,0.21555714285714284
27,Val,AVG_ALL,infrastructure,0,0.9474,0.0,0.0,0.0,0.0526
27,Val,AVG_ALL,infrastructure,1,0.2632,0.2632,1.0,0.4167,0.2632
27,Val,AVG_ALL,infrastructure,2,0.7193,0.0,0.0,0.0,0.2807
27,Val,AVG_ALL,infrastructure,3,0.9825,0.0,0.0,0.0,0.0175
27,Val,AVG_ALL,infrastructure,4,0.8947,0.0,0.0,0.0,0.1053
27,Val,AVG_ALL,infrastructure,5,0.8421,0.0,0.0,0.0,0.1579
27,Val,AVG_ALL,infrastructure,6,0.8947,0.0,0.0,0.0,0.1071
27,Val,AVG_ALL,infrastructure,7,0.9649,0.0,0.0,0.0,0.0351
27,Val,AVG_ALL,infrastructure,MEAN,0.8136,0.0329,0.125,0.0520875,0.127425
27,Val,AVG_ALL,road,0,0.6316,0.0,0.0,0.0,0.3684
27,Val,AVG_ALL,road,1,0.8772,0.0,0.0,0.0,0.1228
27,Val,AVG_ALL,road,2,0.6316,0.0,0.0,0.0,0.3601
27,Val,AVG_ALL,road,3,0.8596,0.0,0.0,0.0,0.1404
27,Val,AVG_ALL,road,4,0.2632,0.2632,1.0,0.4167,0.2632
27,Val,AVG_ALL,road,5,0.8246,0.0,0.0,0.0,0.1754
27,Val,AVG_ALL,road,6,0.8421,0.0,0.0,0.0,0.1579
27,Val,AVG_ALL,road,7,0.9123,0.0,0.0,0.0,0.0877
27,Val,AVG_ALL,road,MEAN,0.730275,0.0329,0.125,0.0520875,0.2094875
28,Train,ClassifyLayer_1,building,0,0.6637,0.0,0.0,0.0,0.3136
28,Train,ClassifyLayer_1,building,1,0.8451,0.0,0.0,0.0,0.2443
28,Train,ClassifyLayer_1,building,2,0.7434,0.0,0.0,0.0,0.2333
28,Train,ClassifyLayer_1,building,3,0.5398,0.0,0.0,0.0,0.419
28,Train,ClassifyLayer_1,building,4,0.9823,0.0,0.0,0.0,0.0126
28,Train,ClassifyLayer_1,building,5,0.9823,0.0,0.0,0.0,0.0142
28,Train,ClassifyLayer_1,building,6,0.7345,0.0,0.0,0.0,0.2798
28,Train,ClassifyLayer_1,building,7,0.7301,0.0,0.0,0.0,0.2555
28,Train,ClassifyLayer_1,building,MEAN,0.77765,0.0,0.0,0.0,0.2215375
28,Train,ClassifyLayer_1,greenery,0,0.8938,0.0,0.0,0.0,0.1187
28,Train,ClassifyLayer_1,greenery,1,0.9248,0.0,0.0,0.0,0.0859
28,Train,ClassifyLayer_1,greenery,2,0.7655,0.0,0.0,0.0,0.2068
28,Train,ClassifyLayer_1,greenery,3,0.7566,0.0,0.0,0.0,0.2101
28,Train,ClassifyLayer_1,greenery,4,0.6372,0.6372,1.0,0.7784,0.6649
28,Train,ClassifyLayer_1,greenery,5,0.8938,0.0,0.0,0.0,0.12
28,Train,ClassifyLayer_1,greenery,6,1.0,0.0,0.0,0.0,0.0
28,Train,ClassifyLayer_1,greenery,MEAN,0.8388142857142858,0.09102857142857143,0.14285714285714285,0.1112,0.20091428571428574
28,Train,ClassifyLayer_1,infrastructure,0,0.9469,0.0,0.0,0.0,0.0708
28,Train,ClassifyLayer_1,infrastructure,1,0.1726,0.1726,1.0,0.2943,0.153
28,Train,ClassifyLayer_1,infrastructure,2,0.7035,0.0,0.0,0.0,0.2712
28,Train,ClassifyLayer_1,infrastructure,3,0.9779,0.0,0.0,0.0,0.0179
28,Train,ClassifyLayer_1,infrastructure,4,0.9159,0.0,0.0,0.0,0.1026
28,Train,ClassifyLayer_1,infrastructure,5,0.7301,0.0,0.0,0.0,0.2553
28,Train,ClassifyLayer_1,infrastructure,6,0.9602,0.0,0.0,0.0,0.0298
28,Train,ClassifyLayer_1,infrastructure,7,0.9735,0.0,0.0,0.0,0.0241
28,Train,ClassifyLayer_1,infrastructure,MEAN,0.797575,0.021575,0.125,0.0367875,0.1155875
28,Train,ClassifyLayer_1,road,0,0.7434,0.0,0.0,0.0,0.2657
28,Train,ClassifyLayer_1,road,1,0.8894,0.0,0.0,0.0,0.1125
28,Train,ClassifyLayer_1,road,2,0.6549,0.0,0.0,0.0,0.3038
28,Train,ClassifyLayer_1,road,3,0.854,0.0,0.0,0.0,0.1275
28,Train,ClassifyLayer_1,road,4,0.3186,0.3186,1.0,0.4832,0.3148
28,Train,ClassifyLayer_1,road,5,0.8142,0.0,0.0,0.0,0.1711
28,Train,ClassifyLayer_1,road,6,0.7124,0.0,0.0,0.0,0.2914
28,Train,ClassifyLayer_1,road,7,0.9071,0.0,0.0,0.0,0.083
28,Train,ClassifyLayer_1,road,MEAN,0.73675,0.039825,0.125,0.0604,0.208725
28,Train,AVG_ALL,building,0,0.6637,0.0,0.0,0.0,0.3136
28,Train,AVG_ALL,building,1,0.8451,0.0,0.0,0.0,0.2443
28,Train,AVG_ALL,building,2,0.7434,0.0,0.0,0.0,0.2333
28,Train,AVG_ALL,building,3,0.5398,0.0,0.0,0.0,0.419
28,Train,AVG_ALL,building,4,0.9823,0.0,0.0,0.0,0.0126
28,Train,AVG_ALL,building,5,0.9823,0.0,0.0,0.0,0.0142
28,Train,AVG_ALL,building,6,0.7345,0.0,0.0,0.0,0.2798
28,Train,AVG_ALL,building,7,0.7301,0.0,0.0,0.0,0.2555
28,Train,AVG_ALL,building,MEAN,0.77765,0.0,0.0,0.0,0.2215375
28,Train,AVG_ALL,greenery,0,0.8938,0.0,0.0,0.0,0.1187
28,Train,AVG_ALL,greenery,1,0.9248,0.0,0.0,0.0,0.0859
28,Train,AVG_ALL,greenery,2,0.7655,0.0,0.0,0.0,0.2068
28,Train,AVG_ALL,greenery,3,0.7566,0.0,0.0,0.0,0.2101
28,Train,AVG_ALL,greenery,4,0.6372,0.6372,1.0,0.7784,0.6649
28,Train,AVG_ALL,greenery,5,0.8938,0.0,0.0,0.0,0.12
28,Train,AVG_ALL,greenery,6,1.0,0.0,0.0,0.0,0.0
28,Train,AVG_ALL,greenery,MEAN,0.8388142857142858,0.09102857142857143,0.14285714285714285,0.1112,0.20091428571428574
28,Train,AVG_ALL,infrastructure,0,0.9469,0.0,0.0,0.0,0.0708
28,Train,AVG_ALL,infrastructure,1,0.1726,0.1726,1.0,0.2943,0.153
28,Train,AVG_ALL,infrastructure,2,0.7035,0.0,0.0,0.0,0.2712
28,Train,AVG_ALL,infrastructure,3,0.9779,0.0,0.0,0.0,0.0179
28,Train,AVG_ALL,infrastructure,4,0.9159,0.0,0.0,0.0,0.1026
28,Train,AVG_ALL,infrastructure,5,0.7301,0.0,0.0,0.0,0.2553
28,Train,AVG_ALL,infrastructure,6,0.9602,0.0,0.0,0.0,0.0298
28,Train,AVG_ALL,infrastructure,7,0.9735,0.0,0.0,0.0,0.0241
28,Train,AVG_ALL,infrastructure,MEAN,0.797575,0.021575,0.125,0.0367875,0.1155875
28,Train,AVG_ALL,road,0,0.7434,0.0,0.0,0.0,0.2657
28,Train,AVG_ALL,road,1,0.8894,0.0,0.0,0.0,0.1125
28,Train,AVG_ALL,road,2,0.6549,0.0,0.0,0.0,0.3038
28,Train,AVG_ALL,road,3,0.854,0.0,0.0,0.0,0.1275
28,Train,AVG_ALL,road,4,0.3186,0.3186,1.0,0.4832,0.3148
28,Train,AVG_ALL,road,5,0.8142,0.0,0.0,0.0,0.1711
28,Train,AVG_ALL,road,6,0.7124,0.0,0.0,0.0,0.2914
28,Train,AVG_ALL,road,7,0.9071,0.0,0.0,0.0,0.083
28,Train,AVG_ALL,road,MEAN,0.73675,0.039825,0.125,0.0604,0.208725
28,Val,ClassifyLayer_1,building,0,0.5263,0.0,0.0,0.0,0.4737
28,Val,ClassifyLayer_1,building,1,0.7895,0.0,0.0,0.0,0.2105
28,Val,ClassifyLayer_1,building,2,0.6667,0.0,0.0,0.0,0.3333
28,Val,ClassifyLayer_1,building,3,0.614,0.0,0.0,0.0,0.386
28,Val,ClassifyLayer_1,building,4,0.9649,0.0,0.0,0.0,0.0351
28,Val,ClassifyLayer_1,building,5,1.0,0.0,0.0,0.0,0.0
28,Val,ClassifyLayer_1,building,6,0.7018,0.0,0.0,0.0,0.2982
28,Val,ClassifyLayer_1,building,7,0.5614,0.0,0.0,0.0,0.4386
28,Val,ClassifyLayer_1,building,MEAN,0.728075,0.0,0.0,0.0,0.271925
28,Val,ClassifyLayer_1,greenery,0,0.8772,0.0,0.0,0.0,0.1228
28,Val,ClassifyLayer_1,greenery,1,0.8947,0.0,0.0,0.0,0.1053
28,Val,ClassifyLayer_1,greenery,2,0.807,0.0,0.0,0.0,0.193
28,Val,ClassifyLayer_1,greenery,3,0.7368,0.0,0.0,0.0,0.2632
28,Val,ClassifyLayer_1,greenery,4,0.6667,0.6667,1.0,0.8,0.6667
28,Val,ClassifyLayer_1,greenery,5,0.8596,0.0,0.0,0.0,0.1404
28,Val,ClassifyLayer_1,greenery,6,0.9825,0.0,0.0,0.0,0.0175
28,Val,ClassifyLayer_1,greenery,MEAN,0.8320714285714287,0.09524285714285714,0.14285714285714285,0.1142857142857143,0.21555714285714284
28,Val,ClassifyLayer_1,infrastructure,0,0.9474,0.0,0.0,0.0,0.0526
28,Val,ClassifyLayer_1,infrastructure,1,0.2632,0.2632,1.0,0.4167,0.2632
28,Val,ClassifyLayer_1,infrastructure,2,0.7193,0.0,0.0,0.0,0.2807
28,Val,ClassifyLayer_1,infrastructure,3,0.9825,0.0,0.0,0.0,0.0175
28,Val,ClassifyLayer_1,infrastructure,4,0.8947,0.0,0.0,0.0,0.1053
28,Val,ClassifyLayer_1,infrastructure,5,0.8421,0.0,0.0,0.0,0.1579
28,Val,ClassifyLayer_1,infrastructure,6,0.8947,0.0,0.0,0.0,0.0992
28,Val,ClassifyLayer_1,infrastructure,7,0.9649,0.0,0.0,0.0,0.0351
28,Val,ClassifyLayer_1,infrastructure,MEAN,0.8136,0.0329,0.125,0.0520875,0.1264375
28,Val,ClassifyLayer_1,road,0,0.6316,0.0,0.0,0.0,0.3684
28,Val,ClassifyLayer_1,road,1,0.8772,0.0,0.0,0.0,0.1228
28,Val,ClassifyLayer_1,road,2,0.6316,0.0,0.0,0.0,0.3684
28,Val,ClassifyLayer_1,road,3,0.8596,0.0,0.0,0.0,0.1404
28,Val,ClassifyLayer_1,road,4,0.2632,0.2632,1.0,0.4167,0.2632
28,Val,ClassifyLayer_1,road,5,0.8246,0.0,0.0,0.0,0.1754
28,Val,ClassifyLayer_1,road,6,0.8421,0.0,0.0,0.0,0.1579
28,Val,ClassifyLayer_1,road,7,0.9123,0.0,0.0,0.0,0.0877
28,Val,ClassifyLayer_1,road,MEAN,0.730275,0.0329,0.125,0.0520875,0.210525
28,Val,AVG_ALL,building,0,0.5263,0.0,0.0,0.0,0.4737
28,Val,AVG_ALL,building,1,0.7895,0.0,0.0,0.0,0.2105
28,Val,AVG_ALL,building,2,0.6667,0.0,0.0,0.0,0.3333
28,Val,AVG_ALL,building,3,0.614,0.0,0.0,0.0,0.386
28,Val,AVG_ALL,building,4,0.9649,0.0,0.0,0.0,0.0351
28,Val,AVG_ALL,building,5,1.0,0.0,0.0,0.0,0.0
28,Val,AVG_ALL,building,6,0.7018,0.0,0.0,0.0,0.2982
28,Val,AVG_ALL,building,7,0.5614,0.0,0.0,0.0,0.4386
28,Val,AVG_ALL,building,MEAN,0.728075,0.0,0.0,0.0,0.271925
28,Val,AVG_ALL,greenery,0,0.8772,0.0,0.0,0.0,0.1228
28,Val,AVG_ALL,greenery,1,0.8947,0.0,0.0,0.0,0.1053
28,Val,AVG_ALL,greenery,2,0.807,0.0,0.0,0.0,0.193
28,Val,AVG_ALL,greenery,3,0.7368,0.0,0.0,0.0,0.2632
28,Val,AVG_ALL,greenery,4,0.6667,0.6667,1.0,0.8,0.6667
28,Val,AVG_ALL,greenery,5,0.8596,0.0,0.0,0.0,0.1404
28,Val,AVG_ALL,greenery,6,0.9825,0.0,0.0,0.0,0.0175
28,Val,AVG_ALL,greenery,MEAN,0.8320714285714287,0.09524285714285714,0.14285714285714285,0.1142857142857143,0.21555714285714284
28,Val,AVG_ALL,infrastructure,0,0.9474,0.0,0.0,0.0,0.0526
28,Val,AVG_ALL,infrastructure,1,0.2632,0.2632,1.0,0.4167,0.2632
28,Val,AVG_ALL,infrastructure,2,0.7193,0.0,0.0,0.0,0.2807
28,Val,AVG_ALL,infrastructure,3,0.9825,0.0,0.0,0.0,0.0175
28,Val,AVG_ALL,infrastructure,4,0.8947,0.0,0.0,0.0,0.1053
28,Val,AVG_ALL,infrastructure,5,0.8421,0.0,0.0,0.0,0.1579
28,Val,AVG_ALL,infrastructure,6,0.8947,0.0,0.0,0.0,0.0992
28,Val,AVG_ALL,infrastructure,7,0.9649,0.0,0.0,0.0,0.0351
28,Val,AVG_ALL,infrastructure,MEAN,0.8136,0.0329,0.125,0.0520875,0.1264375
28,Val,AVG_ALL,road,0,0.6316,0.0,0.0,0.0,0.3684
28,Val,AVG_ALL,road,1,0.8772,0.0,0.0,0.0,0.1228
28,Val,AVG_ALL,road,2,0.6316,0.0,0.0,0.0,0.3684
28,Val,AVG_ALL,road,3,0.8596,0.0,0.0,0.0,0.1404
28,Val,AVG_ALL,road,4,0.2632,0.2632,1.0,0.4167,0.2632
28,Val,AVG_ALL,road,5,0.8246,0.0,0.0,0.0,0.1754
28,Val,AVG_ALL,road,6,0.8421,0.0,0.0,0.0,0.1579
28,Val,AVG_ALL,road,7,0.9123,0.0,0.0,0.0,0.0877
28,Val,AVG_ALL,road,MEAN,0.730275,0.0329,0.125,0.0520875,0.210525
29,Train,ClassifyLayer_1,building,0,0.6593,0.0,0.0,0.0,0.3225
29,Train,ClassifyLayer_1,building,1,0.8451,0.0,0.0,0.0,0.1698
29,Train,ClassifyLayer_1,building,2,0.7434,0.0,0.0,0.0,0.2473
29,Train,ClassifyLayer_1,building,3,0.5354,0.0,0.0,0.0,0.416
29,Train,ClassifyLayer_1,building,4,0.9823,0.0,0.0,0.0,0.0171
29,Train,ClassifyLayer_1,building,5,0.9823,0.0,0.0,0.0,0.0228
29,Train,ClassifyLayer_1,building,6,0.7345,0.0,0.0,0.0,0.2258
29,Train,ClassifyLayer_1,building,7,0.7257,0.0,0.0,0.0,0.2542
29,Train,ClassifyLayer_1,building,MEAN,0.776,0.0,0.0,0.0,0.2094375
29,Train,ClassifyLayer_1,greenery,0,0.8938,0.0,0.0,0.0,0.187
29,Train,ClassifyLayer_1,greenery,1,0.9204,0.0,0.0,0.0,0.062
29,Train,ClassifyLayer_1,greenery,2,0.7655,0.0,0.0,0.0,0.2624
29,Train,ClassifyLayer_1,greenery,3,0.7522,0.0,0.0,0.0,0.2156
29,Train,ClassifyLayer_1,greenery,4,0.6372,0.6372,1.0,0.7784,0.6041
29,Train,ClassifyLayer_1,greenery,5,0.8938,0.0,0.0,0.0,0.1366
29,Train,ClassifyLayer_1,greenery,6,1.0,0.0,0.0,0.0,0.0
29,Train,ClassifyLayer_1,greenery,MEAN,0.8375571428571428,0.09102857142857143,0.14285714285714285,0.1112,0.20967142857142856
29,Train,ClassifyLayer_1,infrastructure,0,0.9425,0.0,0.0,0.0,0.0532
29,Train,ClassifyLayer_1,infrastructure,1,0.1681,0.1681,1.0,0.2879,0.1495
29,Train,ClassifyLayer_1,infrastructure,2,0.7035,0.0,0.0,0.0,0.3098
29,Train,ClassifyLayer_1,infrastructure,3,0.9779,0.0,0.0,0.0,0.016
29,Train,ClassifyLayer_1,infrastructure,4,0.9159,0.0,0.0,0.0,0.0843
29,Train,ClassifyLayer_1,infrastructure,5,0.7301,0.0,0.0,0.0,0.2834
29,Train,ClassifyLayer_1,infrastructure,6,0.9602,0.0,0.0,0.0,0.0671
29,Train,ClassifyLayer_1,infrastructure,7,0.9735,0.0,0.0,0.0,0.0244
29,Train,ClassifyLayer_1,infrastructure,MEAN,0.7964625000000001,0.0210125,0.125,0.0359875,0.1234625
29,Train,ClassifyLayer_1,road,0,0.7389,0.0,0.0,0.0,0.2877
29,Train,ClassifyLayer_1,road,1,0.8894,0.0,0.0,0.0,0.0963
29,Train,ClassifyLayer_1,road,2,0.6549,0.0,0.0,0.0,0.3212
29,Train,ClassifyLayer_1,road,3,0.8496,0.0,0.0,0.0,0.1722
29,Train,ClassifyLayer_1,road,4,0.3142,0.3142,1.0,0.4781,0.3036
29,Train,ClassifyLayer_1,road,5,0.8142,0.0,0.0,0.0,0.1809
29,Train,ClassifyLayer_1,road,6,0.7124,0.0,0.0,0.0,0.2424
29,Train,ClassifyLayer_1,road,7,0.9071,0.0,0.0,0.0,0.0756
29,Train,ClassifyLayer_1,road,MEAN,0.7350875,0.039275,0.125,0.0597625,0.2099875
29,Train,AVG_ALL,building,0,0.6593,0.0,0.0,0.0,0.3225
29,Train,AVG_ALL,building,1,0.8451,0.0,0.0,0.0,0.1698
29,Train,AVG_ALL,building,2,0.7434,0.0,0.0,0.0,0.2473
29,Train,AVG_ALL,building,3,0.5354,0.0,0.0,0.0,0.416
29,Train,AVG_ALL,building,4,0.9823,0.0,0.0,0.0,0.0171
29,Train,AVG_ALL,building,5,0.9823,0.0,0.0,0.0,0.0228
29,Train,AVG_ALL,building,6,0.7345,0.0,0.0,0.0,0.2258
29,Train,AVG_ALL,building,7,0.7257,0.0,0.0,0.0,0.2542
29,Train,AVG_ALL,building,MEAN,0.776,0.0,0.0,0.0,0.2094375
29,Train,AVG_ALL,greenery,0,0.8938,0.0,0.0,0.0,0.187
29,Train,AVG_ALL,greenery,1,0.9204,0.0,0.0,0.0,0.062
29,Train,AVG_ALL,greenery,2,0.7655,0.0,0.0,0.0,0.2624
29,Train,AVG_ALL,greenery,3,0.7522,0.0,0.0,0.0,0.2156
29,Train,AVG_ALL,greenery,4,0.6372,0.6372,1.0,0.7784,0.6041
29,Train,AVG_ALL,greenery,5,0.8938,0.0,0.0,0.0,0.1366
29,Train,AVG_ALL,greenery,6,1.0,0.0,0.0,0.0,0.0
29,Train,AVG_ALL,greenery,MEAN,0.8375571428571428,0.09102857142857143,0.14285714285714285,0.1112,0.20967142857142856
29,Train,AVG_ALL,infrastructure,0,0.9425,0.0,0.0,0.0,0.0532
29,Train,AVG_ALL,infrastructure,1,0.1681,0.1681,1.0,0.2879,0.1495
29,Train,AVG_ALL,infrastructure,2,0.7035,0.0,0.0,0.0,0.3098
29,Train,AVG_ALL,infrastructure,3,0.9779,0.0,0.0,0.0,0.016
29,Train,AVG_ALL,infrastructure,4,0.9159,0.0,0.0,0.0,0.0843
29,Train,AVG_ALL,infrastructure,5,0.7301,0.0,0.0,0.0,0.2834
29,Train,AVG_ALL,infrastructure,6,0.9602,0.0,0.0,0.0,0.0671
29,Train,AVG_ALL,infrastructure,7,0.9735,0.0,0.0,0.0,0.0244
29,Train,AVG_ALL,infrastructure,MEAN,0.7964625000000001,0.0210125,0.125,0.0359875,0.1234625
29,Train,AVG_ALL,road,0,0.7389,0.0,0.0,0.0,0.2877
29,Train,AVG_ALL,road,1,0.8894,0.0,0.0,0.0,0.0963
29,Train,AVG_ALL,road,2,0.6549,0.0,0.0,0.0,0.3212
29,Train,AVG_ALL,road,3,0.8496,0.0,0.0,0.0,0.1722
29,Train,AVG_ALL,road,4,0.3142,0.3142,1.0,0.4781,0.3036
29,Train,AVG_ALL,road,5,0.8142,0.0,0.0,0.0,0.1809
29,Train,AVG_ALL,road,6,0.7124,0.0,0.0,0.0,0.2424
29,Train,AVG_ALL,road,7,0.9071,0.0,0.0,0.0,0.0756
29,Train,AVG_ALL,road,MEAN,0.7350875,0.039275,0.125,0.0597625,0.2099875
29,Val,ClassifyLayer_1,building,0,0.5263,0.0,0.0,0.0,0.4737
29,Val,ClassifyLayer_1,building,1,0.7895,0.0,0.0,0.0,0.2105
29,Val,ClassifyLayer_1,building,2,0.6667,0.0,0.0,0.0,0.3246
29,Val,ClassifyLayer_1,building,3,0.614,0.0,0.0,0.0,0.386
29,Val,ClassifyLayer_1,building,4,0.9649,0.0,0.0,0.0,0.0351
29,Val,ClassifyLayer_1,building,5,1.0,0.0,0.0,0.0,0.0
29,Val,ClassifyLayer_1,building,6,0.7018,0.0,0.0,0.0,0.2982
29,Val,ClassifyLayer_1,building,7,0.5614,0.0,0.0,0.0,0.4386
29,Val,ClassifyLayer_1,building,MEAN,0.728075,0.0,0.0,0.0,0.2708375
29,Val,ClassifyLayer_1,greenery,0,0.8772,0.0,0.0,0.0,0.1228
29,Val,ClassifyLayer_1,greenery,1,0.8947,0.0,0.0,0.0,0.0906
29,Val,ClassifyLayer_1,greenery,2,0.807,0.0,0.0,0.0,0.2057
29,Val,ClassifyLayer_1,greenery,3,0.7368,0.0,0.0,0.0,0.2632
29,Val,ClassifyLayer_1,greenery,4,0.6667,0.6667,1.0,0.8,0.6667
29,Val,ClassifyLayer_1,greenery,5,0.8596,0.0,0.0,0.0,0.1404
29,Val,ClassifyLayer_1,greenery,6,0.9825,0.0,0.0,0.0,0.0175
29,Val,ClassifyLayer_1,greenery,MEAN,0.8320714285714287,0.09524285714285714,0.14285714285714285,0.1142857142857143,0.21527142857142856
29,Val,ClassifyLayer_1,infrastructure,0,0.9474,0.0,0.0,0.0,0.0526
29,Val,ClassifyLayer_1,infrastructure,1,0.2632,0.2632,1.0,0.4167,0.2789
29,Val,ClassifyLayer_1,infrastructure,2,0.7193,0.0,0.0,0.0,0.2807
29,Val,ClassifyLayer_1,infrastructure,3,0.9825,0.0,0.0,0.0,0.0175
29,Val,ClassifyLayer_1,infrastructure,4,0.8947,0.0,0.0,0.0,0.1053
29,Val,ClassifyLayer_1,infrastructure,5,0.8421,0.0,0.0,0.0,0.1579
29,Val,ClassifyLayer_1,infrastructure,6,0.8947,0.0,0.0,0.0,0.1053
29,Val,ClassifyLayer_1,infrastructure,7,0.9649,0.0,0.0,0.0,0.0351
29,Val,ClassifyLayer_1,infrastructure,MEAN,0.8136,0.0329,0.125,0.0520875,0.12916249999999999
